Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
254,[1044],67,65,"[19, 7, 10, 9, 6, 15, 13, 18, 21, 8, 17, 23, 20, 14, 12, 11, 0, 22]","[1905, 135, 254, 2191, 712, 2626, 3199, 2367, 2070, 4759, 635, 4663, 3676, 547, 549, 3983]","[1905, 254, 135, 2626, 3676, 3983]"
255,"[994, 1036, 806, 231, 1028, 276, 700, 84, 439]",109,67,"[13, 18, 11, 15, 8, 14, 20, 16]","[3974, 255, 3712, 2438, 1097, 2656, 375, 1503, 1941, 3461, 4728, 1668, 614, 4462, 1664, 4665, 3944, 4973, 1655, 804, 1769, 3928, 1775, 3957, 5107]","[2438, 2656, 1503, 3974, 3461, 614, 1664, 3944, 255, 1655, 1769, 1775, 5107]"
256,[792],201,24,"[19, 8, 10, 17, 7, 15, 16, 5, 6, 23]","[256, 4525, 2379, 2780, 4489, 1430, 128, 3139, 5052, 3711, 1880]","[256, 4525, 2379, 2780, 128, 3139, 5052, 4489, 3711, 1430, 1880]"
257,[216],40,63,"[5, 12, 9]","[3414, 3879, 1462, 2154, 716]","[3879, 1462]"
258,[802],31,67,"[10, 11, 9, 8, 3]","[4557, 3185, 3130, 1465, 4889, 2544, 907]","[3185, 4557, 1465, 4889, 3130]"
259,"[240, 1058, 672, 372, 986]",115,24,"[15, 11, 13, 14, 10, 8, 16]","[2445, 4979, 4638, 2235, 854, 163, 2200, 2912, 2314, 3519, 5071, 1646, 3234, 363, 3174, 4202, 4164, 3501, 650, 3344, 3903]","[2445, 4638, 854, 2200, 2314, 5071, 3234, 3174, 4164, 650, 3344, 3903]"
260,"[995, 510, 39, 402, 184, 627, 1016, 836, 968, 1046]",181,67,"[14, 22, 15, 11, 16, 19, 21, 13, 12, 23]","[4358, 4906, 3440, 3464, 3768, 1554, 5132, 1775, 4148, 1880, 1264, 1055, 4583, 1652, 457, 2623, 783, 4193, 4026, 3329, 2069]","[4358, 4906, 3768, 5132, 4148, 1264, 3464, 4583, 457, 2623, 4193, 2069]"
261,[827],67,24,"[17, 21, 19, 22, 23, 18, 7, 2, 13, 0, 16, 10, 20, 8, 3, 6, 4, 9, 1, 14, 15, 12, 5]","[261, 4067, 3955, 3914, 601, 2211, 1016, 603, 1718, 4926, 3188, 4152, 912, 1106, 2344, 1966, 360, 380, 5080, 2246, 5088, 776, 3192, 3777, 3388, 3986, 703, 4492, 2245, 4568, 4924, 668, 4858, 3604, 683, 272, 2955, 2942, 5007, 3866, 850, 4366, 3054, 4361, 2706, 11, 1880]","[4067, 261, 3955, 3188, 601, 2344, 2211, 1106, 1718, 1966, 3914, 5080, 2246, 3986, 4926, 4492, 4568, 1016, 272, 2955, 3866, 360, 4152, 4366, 603, 380, 3054, 4361, 2706, 11, 1880]"
262,[859],67,87,"[4, 1, 17, 13, 8, 12, 3, 21, 14, 20, 5, 0, 2]","[262, 2185, 4954, 5045, 3923, 3065, 3500, 1718, 3866]","[262, 2185, 4954, 5045, 3500, 3923]"
263,"[228, 680, 1046, 906, 416, 721, 436, 177, 503, 532]",12,54,"[10, 12, 8, 13, 11, 18, 19, 16, 17, 15]","[4549, 1097, 1932, 486, 2293, 1431, 3973, 96, 1535, 2580, 785, 3586, 3565, 3, 406, 1773, 822, 4721, 2791, 4723, 2278, 3151, 443, 1419, 2477, 3783, 3009, 1423, 4865]","[4549, 1097, 2293, 1431, 3973, 1535, 2580, 3586, 3, 1773, 822, 4721, 1932, 2278, 486, 1419, 2477, 3009, 4865]"
264,"[1030, 882, 817, 211, 909, 613]",117,67,"[8, 12, 19, 9, 7, 20, 14, 15, 22, 16]","[3305, 2409, 2236, 1900, 3235, 4445, 2704, 4889, 3318, 4234, 385, 2777, 1116, 2974, 1191, 1804, 664, 2426, 1865, 123, 2262]","[3305, 2409, 4889, 4234, 2777, 1116, 1191, 664, 1900, 3235, 4445, 2236, 1865, 123]"
265,"[240, 364, 976, 692, 309, 900, 390, 81]",40,24,"[12, 14, 15, 20, 13, 19, 21, 17, 9]","[2235, 493, 1443, 1560, 3023, 4979, 2781, 4296, 2418, 333, 2859, 4560, 4793, 2559, 1476, 39, 3634, 120, 1596, 302]","[3023, 2781, 4296, 2418, 2235, 493, 4793, 1443, 1476, 3634, 120, 302]"
266,"[609, 652, 1008, 181, 1025]",82,39,"[16, 8, 11, 17, 18, 14, 1, 6, 9]","[1460, 4301, 717, 3478, 642, 266, 1818, 2159, 3519, 4475, 2382, 1213, 1772, 3227, 3564, 825, 4317, 5062, 3607, 422, 4473, 1801]","[1460, 642, 4301, 4475, 2382, 1772, 266, 3564, 825, 1818, 5062, 3478, 2159]"
267,"[17, 455]",27,67,"[12, 18, 21, 19, 13]","[3522, 782, 267, 3488, 2220, 2335, 1382, 85, 4199, 3656, 4447]","[3522, 782, 1382, 4199, 267, 3656, 4447]"
268,[624],164,7,"[22, 15, 16, 10, 7, 14, 12, 20, 13, 9, 18]","[2596, 2709, 1972, 268, 1508, 1803, 2568, 2356, 1503, 949]","[2596, 2709, 1972, 1508, 1803, 2568, 268, 1503, 949]"
269,[424],103,86,"[10, 13, 23, 15, 9, 16, 20, 18, 7, 19, 22]","[2427, 284, 269, 5093, 5029, 3198, 3446, 1104, 3670, 3711, 2097]","[2427, 284, 269, 3446, 3670, 5093, 5029, 3711]"
270,"[825, 839, 213, 586, 725, 315, 593]",135,54,"[17, 19, 23, 13, 12, 18, 22, 1]","[4922, 1794, 3285, 780, 2637, 1377, 121, 865, 3812, 3065, 1128, 1463, 1179, 165, 894, 1431, 3100]","[780, 1377, 865, 3065, 1463, 4922, 1794, 165, 894, 3100]"
271,"[953, 762]",203,67,"[20, 15, 17, 18, 16, 12, 13, 8, 7, 9, 6, 14]","[676, 1533, 1288, 2022, 2044, 3275, 3248, 561, 4251, 5022, 4268, 4907, 692, 859, 3401, 4065, 4365, 471, 713]","[676, 1533, 2022, 3248, 5022, 692, 3275, 859, 3401, 471, 2044, 561, 713]"
272,"[700, 364, 1040, 467, 607, 1056, 458, 677, 452, 964, 827]",186,54,"[16, 21, 23, 19, 17, 13, 14, 12, 18]","[1497, 1395, 4173, 4793, 2397, 394, 2909, 3138, 4638, 1633, 1567, 2559, 4452, 5090, 381, 170, 261, 3914, 2069, 1087, 730, 4766]","[1497, 2397, 2909, 4638, 1567, 4452, 170, 3914, 1087, 4766, 4173]"
273,"[783, 813, 848, 995, 891, 612, 636, 675, 413, 112, 178, 403]",134,54,"[11, 15, 17, 13, 21, 20, 12, 14]","[2261, 2838, 1388, 440, 2557, 4585, 2860, 1001, 2032, 1935, 816, 3746, 3066, 120, 840, 1879, 4393, 3403, 4578, 2539, 2323, 486, 2588]","[2557, 2860, 2261, 2032, 816, 3066, 840, 4393, 3403, 2539, 486, 2588, 2838]"
274,"[24, 530, 900, 508, 618, 711, 87, 634, 1014, 845, 262, 965, 511, 368, 899, 995, 513]",175,54,"[22, 15, 17, 9, 23, 13, 16, 18, 11, 20, 14, 19, 0]","[51, 2699, 4034, 52, 274, 120, 4838, 1116, 4068, 647, 339, 548, 822, 4137, 3815, 2878, 3342, 3012, 2845, 1662, 3809, 5120, 3292, 3651, 1927, 2875, 5112, 2797, 2328, 1460, 2178, 3949, 284, 1133, 2546, 1124, 4265, 2334, 2876, 3116, 4576, 1735, 1500, 595]","[52, 120, 4068, 339, 548, 4137, 4034, 3342, 2845, 3809, 1927, 5112, 2328, 2178, 284, 274, 2546, 1124, 4265, 51, 3116, 1735, 595, 4838]"
275,"[191, 970, 572, 499, 594, 187, 546, 341, 146, 242, 1004, 70, 415, 186]",203,29,"[11, 14, 16, 10, 13, 17, 18, 20, 15, 21, 22, 8, 3, 19]","[4995, 3031, 3599, 217, 3284, 1012, 839, 1197, 2925, 4180, 3693, 3058, 3726, 2855, 4214, 3219, 4703, 2034, 4809, 2, 385, 4204, 422, 2955, 3227, 995, 2591, 498, 978, 220, 1434, 652, 1424]","[4995, 217, 3031, 1197, 3058, 2855, 3219, 3284, 2034, 4809, 2, 4204, 2955, 995, 498, 2925, 4180, 220, 652, 1424]"
276,"[994, 574, 630, 241]",115,52,"[11, 13, 10, 1, 17, 14, 18, 5, 12, 16, 9]","[3936, 690, 3789, 2718, 4368, 2945, 4200, 4061, 276, 2219, 3890, 2442, 2608, 868, 2932, 2739, 4932, 3046, 4948, 1490, 30]","[3789, 2718, 4061, 2945, 4368, 3890, 2608, 868, 4200, 2739, 4932, 690, 3046, 276, 1490]"
277,[61],203,13,"[10, 22, 19, 14, 12, 0, 23, 1, 17, 18, 20, 21, 2, 13, 16, 3, 5]","[4143, 4782, 3991, 4571, 4398, 1811, 1466, 3121, 3057, 1468, 194, 4675, 2384, 2353, 83, 2480, 2884, 2524, 5080, 4259, 450, 3002, 154, 644]","[4143, 4782, 4398, 4571, 3991, 1811, 3057, 2353, 3121, 2524, 2384, 4259, 450, 154]"
278,[39],95,24,"[8, 13, 9, 10, 12, 14, 17, 18, 11]","[278, 2500, 3768, 3440, 3413, 1281, 4683, 2576, 5000, 931]","[278, 2500, 3768, 1281, 4683, 5000, 3413, 3440]"
279,"[1080, 683, 309, 422, 1047, 210, 877, 84, 532, 123, 34]",112,24,"[20, 21, 23, 18, 22, 17, 19, 13]","[1460, 2977, 3712, 1195, 3440, 1821, 182, 3354, 3961, 1956, 1943, 406, 1736, 4123, 3812, 1135, 4428, 1517, 3508, 2284]","[1195, 3440, 182, 1460, 1956, 406, 4123, 1135, 1517, 2284]"
280,"[528, 577, 859, 1054, 739, 631, 846]",154,24,"[8, 18, 16, 14, 22, 21]","[823, 3341, 3852, 618, 3455, 2715, 603, 2647, 4337, 4312, 4892, 122]","[823, 3341, 603, 2647, 4312, 3852]"
281,"[67, 255]",90,83,"[9, 11, 15, 14, 21, 20, 22, 5, 10, 23, 17, 19, 13, 0]","[2559, 157, 5014, 2229, 3800, 2136, 2700, 281, 4477, 564, 372, 3873]","[2559, 157, 2229, 5014, 2136, 3800, 564, 281]"
282,[995],204,58,"[7, 19, 8, 17, 13, 11, 10, 23, 6, 22]","[1368, 89, 376, 1547, 6, 3833, 5109, 4997, 5077, 5078, 3674, 779, 2524, 4207, 3248, 3026]","[376, 89, 1547, 1368, 6, 5109, 3833, 5078, 3674, 2524, 3026]"
283,[936],203,67,"[9, 12, 15, 13, 14, 11]","[4486, 3622, 2715, 3706, 3632, 1088, 957, 3589, 2591, 2210, 2817]","[4486, 3622, 957, 3589, 1088, 2715, 3706, 2817, 3632]"
284,"[294, 982, 185, 713, 588, 539, 1039, 595, 737, 759, 573, 604, 63, 944, 884, 523, 341, 1078, 801, 845, 879, 57, 320, 190, 424, 731, 420, 141, 52, 505, 501, 38, 546, 276, 280, 825, 966, 1060]",82,66,"[20, 15, 12, 9, 11, 19, 17, 23, 13, 0, 16, 21, 22, 18, 10, 7, 8, 14, 6]","[3519, 4873, 677, 839, 284, 1141, 22, 4523, 1197, 1085, 5048, 547, 269, 2461, 3510, 388, 4204, 526, 1181, 4171, 3345, 3683, 1271, 4153, 2626, 3576, 4057, 4929, 2439, 4766, 1208, 363, 678, 5093, 2998, 1430, 2099, 1503, 2864, 4489, 2878, 918, 3820, 3440, 336, 2427, 2353, 408, 1668, 4389, 1915, 775, 3604, 2885, 1880, 683, 2935, 2925, 1680, 5088, 3137, 2545, 1865, 1820, 1460, 2237, 156, 3986, 1393, 1235, 123, 4402, 4911, 2507, 4087, 567, 1512, 3812, 4027, 2561, 5029, 3011, 4431, 3630, 1283, 274, 3903, 4663, 542, 5055, 3327, 1262, 3778, 1937, 4862, 377, 2059, 2040, 4221, 4247, 1645]","[3519, 4873, 839, 1085, 284, 4523, 3510, 547, 22, 677, 5048, 269, 2461, 3345, 388, 3576, 4929, 4766, 1141, 5093, 1181, 1503, 4489, 526, 3820, 2427, 408, 1668, 4389, 775, 1880, 1197, 2925, 1680, 4171, 2545, 1820, 3986, 1235, 3683, 4402, 2507, 1271, 567, 3812, 4027, 2561, 4431, 4153, 1283, 4204, 4663, 5055, 3327, 3778, 4862, 2059, 4247, 1645]"
285,"[309, 530, 760, 439, 847, 994, 748]",109,54,"[9, 15, 12, 2, 8, 11, 13, 19, 17, 21, 10, 0, 16]","[1753, 2527, 445, 2503, 3651, 3818, 510, 3354, 3519, 123, 3749, 3910, 51, 2767, 680, 3862, 4888, 3528, 1567, 3897, 5054, 1478, 2670, 2024, 4034, 2125, 4082, 183, 2747, 2684, 4791, 346]","[510, 1753, 445, 123, 3910, 2767, 680, 4888, 1567, 3651, 5054, 2670, 3354, 2527, 4034, 2503, 183, 2684, 4791]"
286,"[637, 56, 286]",55,19,"[17, 21, 19, 11, 20, 13, 16, 22, 15, 6, 5, 8, 7]","[5050, 1684, 1261, 3162, 4387, 4011, 4747, 123, 4489, 4488, 4369, 2482, 3812, 1503, 2032, 2836]","[5050, 1684, 3162, 1261, 4387, 4747, 4488, 2482, 3812, 4011, 2032]"
287,"[150, 15]",45,65,"[19, 20, 17, 14, 18, 23, 21, 12, 15, 10, 13]","[3458, 2274, 3624, 4814, 287, 3369, 2253, 3715, 916, 1668, 1604, 496, 2658, 4438, 1820, 685]","[3458, 2274, 1668, 1604, 287, 3369, 496, 3624, 4438, 2253, 3715, 1820]"
288,"[446, 820, 715]",95,49,"[13, 9, 20, 10, 16, 22, 18, 23, 11]","[1762, 5108, 3027, 1660, 3494, 1538, 2036, 1233, 2628, 4615, 2732]","[1762, 5108, 3494, 2036, 2628, 2732]"
289,"[909, 403, 641, 973, 231]",55,67,"[17, 12, 8, 19, 21, 10, 11, 15]","[1889, 886, 2196, 203, 3810, 4367, 4009, 1001, 5088, 2551, 5007, 2838, 1563, 1425, 165, 459, 619, 1124, 3711, 1804, 4463, 2554, 2015, 2450]","[1889, 203, 4009, 2196, 5088, 2551, 1563, 1425, 1124, 3711, 1804, 2554, 2015]"
290,"[964, 913, 514, 209, 838]",181,54,"[15, 0, 21, 19, 18, 20, 12]","[730, 1087, 5110, 3326, 2320, 3367, 4020, 1562, 894, 2295, 3394, 456, 1057, 2069, 4532, 2840, 2838]","[730, 3367, 1562, 5110, 3394, 456, 1057, 2069, 4532, 2840, 2838]"
291,[583],70,54,"[9, 17, 8, 10, 15, 14, 11, 12]","[291, 4981, 4393, 1989, 1771, 4000, 951, 634, 171, 66, 5135, 1861, 2792, 340, 3513, 4230, 3562, 1971, 2396]","[291, 4393, 4981, 1989, 634, 1771, 66, 1861, 340, 3513, 1971, 2396]"
292,"[1016, 372, 1067, 201, 974, 740, 733]",199,24,"[15, 14, 17, 19, 18]","[2418, 292, 940, 1680, 4059, 1436, 1460, 4314, 4588, 397, 4426, 1034, 3481, 3719, 2407, 1035]","[2418, 292, 1436, 4314, 397, 4426, 1034, 3719, 1035]"
293,[53],111,2,"[0, 1, 23, 16, 5, 21, 22, 20, 6, 17]","[2413, 2682, 1792, 920, 3739, 3680, 1122, 159, 1746, 2459, 4410, 1103, 2106, 1977, 2599, 2608]","[2413, 2682, 3680, 159, 2459, 1103, 2106]"
294,[110],16,24,"[15, 11, 17, 13, 10, 9, 12, 7, 14, 16]","[2686, 4043, 294, 2048, 2989, 2875, 1632]","[4043, 2686, 294, 2989, 2048, 1632]"
295,"[790, 412]",201,24,"[0, 1, 15, 20, 17, 23, 3, 19, 22, 21]","[4006, 295, 4772, 1350, 2407, 4979, 535, 2798, 3066, 2780, 3746, 1919, 2237, 3481, 2151, 123, 3640, 4800, 4560, 4183, 3137]","[4006, 2407, 295, 2798, 2780, 1919, 3481, 123, 1350, 4772, 4560, 4183, 3137]"
296,"[931, 504]",107,46,"[10, 19, 9, 8, 15]","[296, 4031, 4890, 2954, 4802, 45, 2239, 2112, 963]","[296, 4890, 4031, 2954, 4802, 45, 2112, 963]"
297,"[219, 924]",70,54,"[10, 16, 11, 13, 9, 12, 8]","[297, 1489, 430, 3812, 4430, 2194, 2612, 1766, 4393, 556, 2420, 2393, 4766, 1880, 486, 4103, 2664, 1775, 751, 599, 3847, 1097, 724, 2371, 28, 299, 2409]","[297, 1489, 4766, 1775, 2194, 3812, 751, 430, 2612, 3847, 1766, 1097, 4393, 556, 724, 2420, 4430, 2393, 1880, 28, 486, 299, 4103, 2664, 2409]"
298,"[632, 841, 994, 744, 838, 271, 574, 148]",115,67,"[21, 14, 8, 9, 20, 18, 2, 11, 13, 7, 16]","[3806, 1972, 361, 216, 1213, 4591, 2784, 4350, 1896, 1365, 3945, 1397, 4201, 350, 1826, 298, 4467, 1412, 4886, 1484, 70, 5072, 3113, 1197, 3872, 1638, 2337, 3046, 4495, 2079, 2608, 5133, 3865, 4691, 3862, 3737, 1366, 4327, 1748, 4348, 1737, 4825, 443, 4948, 2141]","[1972, 216, 2784, 1896, 3806, 1397, 350, 4591, 1826, 1412, 3945, 70, 1213, 4201, 5072, 3113, 3872, 3046, 2079, 5133, 4691, 298, 3737, 4327, 1737, 443, 2141]"
299,"[606, 781, 956, 414, 54, 924, 260, 1018, 865]",117,54,"[8, 7, 9, 6, 16, 17, 10, 18, 12, 4, 5, 13, 19, 15]","[299, 3182, 2641, 5008, 348, 1943, 5054, 1662, 1880, 3264, 3519, 3764, 128, 4636, 1388, 3436, 1617, 3817, 2805, 4844, 4715, 734, 2058, 810, 598, 1838, 4393, 2039, 2140, 756, 91, 4506, 4766, 4371, 486, 2489, 3753, 4942, 3285, 5130, 3812, 3397, 4182, 2710, 971, 2563, 195, 1442, 149, 355, 1649, 3548, 297, 2393, 1621, 3107, 1625, 1806, 3130, 1904, 171, 141]","[299, 2641, 3182, 5008, 348, 1662, 1943, 4715, 734, 2058, 598, 4393, 2039, 2140, 3519, 5054, 756, 4766, 486, 3753, 3285, 3812, 1880, 4182, 128, 4636, 1388, 3764, 3436, 2563, 1617, 355, 3817, 2393, 3107, 1806, 3130, 141]"
300,"[618, 640, 45, 906, 281, 1062, 430, 1031, 850]",61,54,"[15, 12, 9, 13, 21, 11, 20]","[4517, 4531, 2571, 1133, 4280, 397, 2951, 3160, 1219, 777, 61, 583, 667, 3273, 1441, 43, 3992, 1629, 4858, 591, 4461, 861, 486, 4370, 5020]","[4517, 4280, 2951, 1219, 667, 1441, 3992, 4531, 4858, 4461, 486, 5020, 2571]"
301,[62],201,60,"[4, 18, 22, 16, 17, 10, 8, 0, 11, 23, 2, 21, 5, 14, 1, 3, 19]","[2978, 2629, 301, 3041, 7, 4872, 3886, 2184, 2859, 2913, 737, 1549, 79, 132]","[2629, 2978, 7, 301, 4872, 2184, 3886, 3041, 2913, 1549, 2859]"
302,"[299, 321, 504, 446, 976, 936]",82,32,"[15, 3, 13, 17, 11, 21, 10, 14, 16, 9, 12, 23, 1, 7, 18, 8, 22, 20]","[3589, 4895, 2720, 3622, 3398, 989, 2137, 1596, 302, 5037, 1613, 4365, 106, 2266, 3789, 3885, 1762, 3269, 1088, 4486, 563, 463, 3720, 265, 2579, 4000, 2105, 3471]","[3589, 2720, 989, 4895, 3622, 2137, 1596, 1613, 3398, 4365, 106, 1762, 463, 2579, 302, 5037, 3471]"
303,"[769, 779, 981, 694, 894, 150, 25, 845, 964, 640, 349, 1051]",188,54,"[13, 18, 20, 19, 16, 15, 12, 21]","[303, 2571, 3684, 3562, 3859, 2759, 1820, 685, 1306, 547, 4489, 43, 514, 4000, 4523, 1089, 3374, 70, 4092, 2860, 117, 4803]","[303, 2759, 685, 547, 43, 4000, 2571, 3684, 1089, 3562, 70, 2860, 4803]"
304,"[1015, 621]",174,63,"[16, 12, 9, 11, 13, 14, 19, 10, 15, 18]","[2972, 5012, 1808, 304, 4032, 3321, 3676, 542, 383, 3884, 3086, 1703, 1063, 4524, 1915, 3461, 1680, 1512, 4626, 5093, 1658, 2507]","[2972, 5012, 1808, 304, 4032, 3321, 383, 3086, 4524, 1915, 3884, 3461, 1512, 542, 2507]"
305,[520],70,24,"[13, 15, 14, 19, 17, 20, 7, 12, 18, 16]","[458, 1457, 2984, 1643, 1139, 4315, 4130, 4421, 960, 184, 3241, 2774, 1320, 4497, 2200, 2102, 2015, 1033, 3797, 4099, 2389, 5135]","[1457, 2984, 1643, 4315, 4130, 184, 3241, 4497, 2200, 2015, 1033, 3797, 4099, 2389, 5135]"
306,[751],67,74,"[10, 2, 5, 9, 13, 4, 18, 21, 11, 15, 0, 22]","[1024, 1200, 687, 2141, 3234, 4285, 1480, 3226, 1133, 3325, 3984, 5028, 505, 3278, 1671]","[1024, 687, 4285]"
307,"[737, 529, 610, 374]",95,69,"[18, 15, 20, 22, 19, 10, 21]","[114, 3480, 4508, 1760, 3819, 4393, 3812, 4628, 4529, 737, 3682, 339, 3227, 2492, 3297]","[114, 4508, 3819, 3480, 3812, 4529, 2492]"
308,[735],129,58,"[2, 9, 15, 18, 0, 14, 8, 1, 19, 13, 23, 16, 22, 10, 11, 12, 6, 21, 7, 17, 20]","[222, 3339, 2255, 3591, 2331, 3644, 4994, 3443, 17, 3421, 3406, 4086, 3170, 2173, 3776, 3822, 3978, 3767, 2409, 3900]","[3339, 2255, 4994, 3443, 3591, 3644, 222, 17, 4086, 3776, 3822, 2331, 2173, 3406, 3421, 3900]"
309,"[738, 272, 673]",82,67,"[18, 17, 20, 19, 21]","[3607, 1460, 3139, 4762, 1674, 602, 4148, 4980, 2967, 4141, 1523, 4317]","[3607, 1460, 4762, 602, 4148, 2967, 1523, 4317]"
310,"[611, 337, 297, 157, 921, 994, 195, 555, 58]",12,67,"[6, 18, 4, 11, 5, 7, 13, 8, 10, 1, 22, 17, 2, 15]","[1064, 310, 4114, 3100, 3060, 4522, 3481, 2989, 1686, 3372, 4148, 1786, 1133, 4325, 3116, 4379, 1157, 1430, 385, 762, 2166, 5083, 1981, 2426, 4849, 1859, 1591, 2328, 1183, 4393, 3880, 1880, 2735, 3752, 3519, 1972]","[1064, 310, 3100, 4148, 1133, 3116, 4114, 1157, 385, 3060, 4522, 3481, 2426, 1859, 2989, 4393, 1686, 1880, 3752, 1972]"
311,"[12, 210, 452, 338, 857]",27,54,"[16, 19, 20, 22, 21, 23, 17, 18, 11, 15, 13, 12, 14, 0]","[311, 2557, 4689, 2148, 2225, 4060, 357, 326, 1047, 4538, 2372, 1754, 684, 171, 2134, 4294, 2433, 3440, 836, 3774, 4271, 815, 1550, 1645, 4586, 1621]","[311, 2557, 4689, 2372, 1754, 4060, 2225, 2134, 326, 3440, 1047, 836, 2148, 4271, 1550, 4586]"
312,"[51, 773, 702, 66, 948, 76, 957, 869, 154, 608, 515, 280, 484]",126,24,"[19, 20, 3, 23, 18, 2, 22, 21]","[4772, 1050, 941, 881, 1030, 3110, 2440, 5007, 775, 1430, 4097, 4282, 4831, 2688, 5047, 4821, 843, 4843, 338, 4281, 2533, 4393, 3023, 762]","[4772, 3110, 5007, 1050, 1430, 941, 4831, 5047, 4843, 338, 2533, 4393, 762]"
313,"[322, 503, 479]",141,38,"[5, 17, 6, 7, 4, 16, 3, 10, 20, 14, 0]","[10, 4520, 4480, 1311, 4509, 236, 3227, 313, 4893, 3904, 1747, 2152, 3568, 1240, 1334, 128, 4610, 3316, 524]","[4520, 4480, 1311, 4509, 10, 3904, 1334, 313, 4610, 524]"
314,"[796, 729, 473, 236, 27, 626, 182, 227, 6]",84,54,"[19, 12, 14, 22, 6, 17, 13, 2, 21, 11, 18, 15, 7, 0]","[314, 1829, 593, 3823, 4054, 1480, 2574, 4734, 479, 5089, 5054, 3066, 825, 3606, 2341, 136, 3983, 3812, 1685, 3197, 3572, 2287, 2162, 2560, 4325, 1339, 3440, 2792, 3409, 3735, 1446, 927, 438, 4685, 372, 4942, 5066, 1861, 385, 444, 3362, 4806, 3274, 3375, 29, 1228, 633, 4875, 4567]","[314, 1829, 3823, 593, 4054, 2574, 825, 2341, 3983, 3197, 2287, 1480, 2560, 1339, 5089, 2792, 3735, 5054, 927, 4685, 4942, 1861, 444, 3362, 479, 3375, 4734, 1228, 4875, 4567]"
315,"[608, 861, 593]",166,74,"[16, 11, 8, 10, 12, 9, 14, 4]","[5047, 315, 521, 752, 2532, 611, 465, 2116, 4784, 3382, 441, 4550, 1989, 1140, 5019, 831, 1081]","[5047, 2532, 315, 521, 465, 4784, 752, 441, 1989, 611, 5019]"
316,"[994, 599, 202, 116, 586, 384, 866, 764, 1034, 160, 950, 806, 705, 602, 1028]",3,67,"[14, 19, 9, 20, 2, 17, 18, 23, 21]","[1109, 3488, 4040, 1527, 91, 1841, 2280, 4987, 1207, 430, 2890, 1919, 704, 2032, 676, 3381, 3974, 3979, 3696, 5072, 1693, 3875, 4378, 3519, 669, 1655, 1291, 1934, 1771, 505]","[1841, 4987, 430, 1109, 1919, 2032, 3381, 3979, 5072, 3488, 3875, 4378, 669, 1527, 1291, 1771, 505]"
317,[949],67,67,"[3, 2, 1, 4, 5, 17]","[4920, 4761, 4345, 2811, 2457, 1041, 3413]","[4761, 4920, 4345, 2811, 1041, 3413, 2457]"
318,[848],201,30,"[19, 12, 18, 22, 14, 21, 20, 10, 0, 16]","[3717, 318, 2539, 4578, 3519, 1097, 3986, 227, 603, 4163, 362, 1125, 5124]","[3717, 318, 1097, 603, 4163, 1125, 4578, 5124]"
319,"[338, 1058, 816, 117, 651, 545, 641, 998, 665, 924, 603, 489]",7,67,"[13, 10, 12, 20, 22, 15, 14]","[3185, 725, 1647, 2603, 249, 546, 2860, 2823, 4134, 5126, 4211, 4295, 2513, 1730, 4139, 4510, 192, 3656, 3016, 1992, 2194, 4103, 20, 1838, 2266, 2445]","[725, 2603, 546, 2823, 5126, 4295, 1730, 4510, 3656, 1992, 4103, 1838, 2445]"
320,"[529, 994, 620, 546, 376]",15,53,"[4, 5, 8, 18, 15, 14, 10, 17, 13, 16, 21, 23, 22, 11, 20, 6, 9, 0, 19, 12, 7]","[4948, 4368, 1952, 4805, 3594, 3231, 4628, 111, 356, 320, 2446, 2478, 4499, 4683, 3461, 4932, 3562, 2028, 2821, 3046, 3996, 1510, 3789, 3588, 3139, 2488, 2854, 2442, 339]","[4948, 1952, 4368, 4805, 3594, 356, 2478, 4683, 3231, 3461, 111, 4932, 320, 3562, 2446, 2821, 3996, 1510, 2488]"
321,[271],45,7,"[8, 9]","[4201, 2784, 4447, 4591, 3532, 4886, 3945, 3872, 1638]","[4201, 4591, 4447, 3945, 1638]"
322,"[838, 953, 573, 358, 655, 349, 637, 1011, 823, 497, 446, 1000, 14, 36, 386, 279, 740, 955, 986, 932, 798, 436, 208, 744, 772, 593, 520, 458, 863, 1061, 15]",197,54,"[22, 10, 8, 11, 15, 16, 18, 19, 20, 21, 23, 0, 1, 2, 4, 6]","[3711, 322, 4684, 3884, 344, 3253, 713, 740, 1779, 156, 916, 2522, 2346, 2474, 3074, 1848, 2079, 940, 5108, 4258, 2019, 4315, 466, 4171, 1512, 4536, 5050, 3663, 4, 1197, 3158, 2429, 4040, 3433, 1694, 1268, 3737, 708, 4656, 4422, 4191, 4393, 1646, 1574, 4607, 4833, 3129, 3609]","[322, 1779, 916, 2522, 2474, 3074, 1848, 2079, 4684, 940, 5108, 4258, 3884, 4315, 4171, 4536, 3663, 4, 3158, 4040, 3433, 344, 1694, 3737, 4656, 4422, 3253, 713, 4393, 1574, 4833, 740, 3609]"
323,"[826, 192, 486, 619]",70,67,"[20, 15, 9, 7, 8, 12, 18]","[1603, 107, 3605, 354, 4252, 1374, 2757, 3618, 123, 557, 615, 2297, 2396, 1057, 4603, 3140, 339, 5074]","[1603, 107, 354, 3605, 3618, 123, 557, 1374, 2396, 1057, 3140, 5074]"
324,[431],103,83,"[6, 7, 11, 20, 17, 10, 12, 14, 13]","[1711, 324, 4020, 3297, 2602, 1002, 2163, 5134, 808, 2629, 564]","[1711, 324, 3297, 4020, 1002, 5134, 2629, 564]"
